reach_end,reach_start,estimate,se,lcl,ucl,rkm_start,rkm_end,Region,Reach,RKM,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,mean_rel_date,count_at_start,count_at_end,group,reach_num,release_site
StarBend,FR_Boyds_Rel,0.986,0.003,0.978,0.991,240.75,234.92,Feather_R,FR_Boyds_Rel to StarBend,240.75 to 234.92,39.057335,-121.61066,39.009884,-121.59382,2020-04-07_FR_Boyds_Rel,2020-04-07,252,232,1,5,FR_Boyds_Rel
BC_Beach,StarBend,0.978,0.003,0.973,0.983,234.92,217.31,Feather_R,StarBend to BC_Beach,234.92 to 217.31,39.009884,-121.59382,38.877506,-121.61404,2020-04-07_FR_Boyds_Rel,2020-04-07,232,157,1,6,FR_Boyds_Rel
Blw_FRConf,BC_Beach,0.972,0.004,0.963,0.979,217.31,203.46,Lower Sac R,BC_Beach to Blw_FRConf,217.31 to 203.46,38.877506,-121.61404,38.78212,-121.61526,2020-04-07_FR_Boyds_Rel,2020-04-07,157,105,1,7,FR_Boyds_Rel
Blw_FR_GS2,Blw_FRConf,0.994,0.006,0.963,0.999,203.46,199,Lower Sac R,Blw_FRConf to Blw_FR_GS2,203.46 to 199,38.78212,-121.61526,38.735055,-121.603635,2020-04-07_FR_Boyds_Rel,2020-04-07,105,83,1,8,FR_Boyds_Rel
Blw_Elkhorn_GS1,Blw_FR_GS2,0.978,0.006,0.962,0.987,199,191.92,Lower Sac R,Blw_FR_GS2 to Blw_Elkhorn_GS1,199 to 191.92,38.735055,-121.603635,38.647935000000004,-121.578205,2020-04-07_FR_Boyds_Rel,2020-04-07,83,88,1,9,FR_Boyds_Rel
TowerBridge,Blw_Elkhorn_GS1,0.996,0.001,0.992,0.998,191.92,172,Lower Sac R,Blw_Elkhorn_GS1 to TowerBridge,191.92 to 172,38.647935000000004,-121.578205,38.5802,-121.508,2020-04-07_FR_Boyds_Rel,2020-04-07,88,81,1,10,FR_Boyds_Rel
I80-50_Br,TowerBridge,0.991,0.01,0.929,0.999,172,170.74,Lower Sac R,TowerBridge to I80-50_Br,172 to 170.74,38.5802,-121.508,38.571133,-121.5164,2020-04-07_FR_Boyds_Rel,2020-04-07,81,79,1,11,FR_Boyds_Rel
SacTrawl,I80-50_Br,0.994,0.005,0.974,0.998,170.74,166.815,Lower Sac R,I80-50_Br to SacTrawl,170.74 to 166.815,38.571133,-121.5164,38.539519999999996,-121.51444000000001,2020-04-07_FR_Boyds_Rel,2020-04-07,79,79,1,12,FR_Boyds_Rel
Freeport,SacTrawl,0.996,0.003,0.982,0.999,166.815,152.43,Lower Sac R,SacTrawl to Freeport,166.815 to 152.43,38.539519999999996,-121.51444000000001,38.46467,-121.50501,2020-04-07_FR_Boyds_Rel,2020-04-07,79,72,1,13,FR_Boyds_Rel
Chipps,Freeport,0.976,0.004,0.968,0.982,152.43,71.48,West Delta,Freeport to Chipps,152.43 to 71.48,38.46467,-121.50501,38.046132,-121.912643,2020-04-07_FR_Boyds_Rel,2020-04-07,72,10,1,14,FR_Boyds_Rel
Benicia,Chipps,0.981,0.011,0.941,0.994,71.48,52.14,Carquinez Strait,Chipps to Benicia,71.48 to 52.14,38.046132,-121.912643,38.0423015,-122.1236,2020-04-07_FR_Boyds_Rel,2020-04-07,10,7,1,15,FR_Boyds_Rel
GoldenGateE,Benicia,0.997,0.003,0.979,1,52.14,1.71,SF Bay,Benicia to GoldenGateE,52.14 to 1.71,38.0423015,-122.1236,37.82794,-122.46168,2020-04-07_FR_Boyds_Rel,2020-04-07,7,6,1,16,FR_Boyds_Rel
Gridley,FR_Gridley_Rel,0.981,0.015,0.912,0.996,287.38,287.02,Feather_R,FR_Gridley_Rel to Gridley,287.38 to 287.02,39.357876,-121.63604,39.35455,-121.63422,2020-04-07_FR_Gridley_Rel,2020-04-07,256,242,2,1,FR_Gridley_Rel
CoxRiffle,Gridley,0.993,0.003,0.984,0.997,287.02,283.87,Feather_R,Gridley to CoxRiffle,287.02 to 283.87,39.35455,-121.63422,39.333267,-121.632675,2020-04-07_FR_Gridley_Rel,2020-04-07,242,249,2,2,FR_Gridley_Rel
