reach_end,reach_start,estimate,se,lcl,ucl,rkm_start,rkm_end,Region,Reach,RKM,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,mean_rel_date,count_at_start,count_at_end,group,reach_num,release_site
Altube,RBDD_Rel,0.997,0.003,0.967,1,461.57,460.4,Upper Sac R,RBDD_Rel to Altube,461.57 to 460.4,40.15444,-122.20249,40.15348,-122.1887,2019-05-16_RBDD_Rel,2019-05-16,250,247,1,1,RBDD_Rel
Mill_Ck_Conf,Altube,0.999,0.001,0.997,0.999,460.4,441.31,Upper Sac R,Altube to Mill_Ck_Conf,460.4 to 441.31,40.15348,-122.1887,40.0327,-122.11987,2019-05-16_RBDD_Rel,2019-05-16,247,223,1,2,RBDD_Rel
Abv_WoodsonBr,Mill_Ck_Conf,0.999,0.001,0.997,1,441.31,425.15,Upper Sac R,Mill_Ck_Conf to Abv_WoodsonBr,441.31 to 425.15,40.0327,-122.11987,39.920094,-122.08446000000001,2019-05-16_RBDD_Rel,2019-05-16,223,238,1,3,RBDD_Rel
GCID_Main,Abv_WoodsonBr,0.996,0.001,0.993,0.997,425.15,405.71,Upper Sac R,Abv_WoodsonBr to GCID_Main,425.15 to 405.71,39.920094,-122.08446000000001,39.79698,-122.04706,2019-05-16_RBDD_Rel,2019-05-16,238,168,1,4,RBDD_Rel
Blw_IrvineFinch,GCID_Main,0.993,0.002,0.988,0.996,405.71,394.66,Upper Sac R,GCID_Main to Blw_IrvineFinch,405.71 to 394.66,39.79698,-122.04706,39.73146,-121.97483,2019-05-16_RBDD_Rel,2019-05-16,168,202,1,5,RBDD_Rel
BlwOrd,Blw_IrvineFinch,0.998,0.001,0.996,0.999,394.66,361.72,Upper Sac R,Blw_IrvineFinch to BlwOrd,394.66 to 361.72,39.73146,-121.97483,39.56548,-122.0018,2019-05-16_RBDD_Rel,2019-05-16,202,159,1,6,RBDD_Rel
ButteBr,BlwOrd,0.998,0.001,0.996,0.999,361.72,344.1,Lower Sac R,BlwOrd to ButteBr,361.72 to 344.1,39.56548,-122.0018,39.4569,-121.995,2019-05-16_RBDD_Rel,2019-05-16,159,168,1,7,RBDD_Rel
Colusa AC3,ButteBr,0.999,0.001,0.996,1,344.1,331.15,Lower Sac R,ButteBr to Colusa AC3,344.1 to 331.15,39.4569,-121.995,39.359877499999996,-122.01365999999999,2019-05-16_RBDD_Rel,2019-05-16,168,179,1,8,RBDD_Rel
Colusa AC2,Colusa AC3,0.997,0.001,0.993,0.999,331.15,318.61,Lower Sac R,Colusa AC3 to Colusa AC2,331.15 to 318.61,39.359877499999996,-122.01365999999999,39.28007,-122.01891,2019-05-16_RBDD_Rel,2019-05-16,179,173,1,9,RBDD_Rel
Colusa BC2,Colusa AC2,0.998,0.001,0.995,0.999,318.61,296.27,Lower Sac R,Colusa AC2 to Colusa BC2,318.61 to 296.27,39.28007,-122.01891,39.184963,-121.943214,2019-05-16_RBDD_Rel,2019-05-16,173,163,1,10,RBDD_Rel
Colusa BC3,Colusa BC2,0.999,0.001,0.994,1,296.27,287.2,Lower Sac R,Colusa BC2 to Colusa BC3,296.27 to 287.2,39.184963,-121.943214,39.13132,-121.936554,2019-05-16_RBDD_Rel,2019-05-16,163,161,1,11,RBDD_Rel
Colusa BC4,Colusa BC3,0.993,0.002,0.986,0.997,287.2,280.4,Lower Sac R,Colusa BC3 to Colusa BC4,287.2 to 280.4,39.13132,-121.936554,39.09362,-121.89405,2019-05-16_RBDD_Rel,2019-05-16,161,155,1,12,RBDD_Rel
AbvTisdale,Colusa BC4,0.999,0.001,0.995,1,280.4,269.23,Lower Sac R,Colusa BC4 to AbvTisdale,280.4 to 269.23,39.09362,-121.89405,39.0364,-121.82918,2019-05-16_RBDD_Rel,2019-05-16,155,153,1,13,RBDD_Rel
BlwTisdale,AbvTisdale,0.996,0.002,0.989,0.999,269.23,261.4,Lower Sac R,AbvTisdale to BlwTisdale,269.23 to 261.4,39.0364,-121.82918,38.98941,-121.80463,2019-05-16_RBDD_Rel,2019-05-16,153,134,1,14,RBDD_Rel
BlwChinaBend,BlwTisdale,0.997,0.001,0.994,0.999,261.4,240.61,Lower Sac R,BlwTisdale to BlwChinaBend,261.4 to 240.61,38.98941,-121.80463,38.88406,-121.81713,2019-05-16_RBDD_Rel,2019-05-16,134,140,1,15,RBDD_Rel
Knights_RST,BlwChinaBend,0.998,0.001,0.996,0.999,240.61,222.05,Lower Sac R,BlwChinaBend to Knights_RST,240.61 to 222.05,38.88406,-121.81713,38.79248,-121.69087,2019-05-16_RBDD_Rel,2019-05-16,140,136,1,16,RBDD_Rel
Abv_FremontWeir,Knights_RST,1,0,1,1,222.05,215.18,Lower Sac R,Knights_RST to Abv_FremontWeir,222.05 to 215.18,38.79248,-121.69087,38.76009,-121.67145,2019-05-16_RBDD_Rel,2019-05-16,136,136,1,17,RBDD_Rel
Blw_FremontWeir,Abv_FremontWeir,1,0,1,1,215.18,210.36,Lower Sac R,Abv_FremontWeir to Blw_FremontWeir,215.18 to 210.36,38.76009,-121.67145,38.77015,-121.6322,2019-05-16_RBDD_Rel,2019-05-16,136,135,1,18,RBDD_Rel
TowerBridge,Blw_FremontWeir,0.999,0,0.998,1,210.36,172,Lower Sac R,Blw_FremontWeir to TowerBridge,210.36 to 172,38.77015,-121.6322,38.5802,-121.508,2019-05-16_RBDD_Rel,2019-05-16,135,128,1,19,RBDD_Rel
SacTrawl,TowerBridge,0.996,0.003,0.985,0.999,172,166.815,Lower Sac R,TowerBridge to SacTrawl,172 to 166.815,38.5802,-121.508,38.539519999999996,-121.51444000000001,2019-05-16_RBDD_Rel,2019-05-16,128,123,1,20,RBDD_Rel
