reach_end,reach_start,estimate,se,lcl,ucl,rkm_start,rkm_end,Region,Reach,RKM,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,mean_rel_date,count_at_start,count_at_end,group,reach_num,release_site
Mill_Ck_Conf,MillCk_RST_Rel,0.929,0.04,0.798,0.977,450.7,441.31,Upper Sac R,MillCk_RST_Rel to Mill_Ck_Conf,450.7 to 441.31,40.05479,-122.032104,40.0327,-122.11987,2013-04-17_MillCk_RST_Rel,2013-04-17,6,3,1,1,MillCk_RST_Rel
Abv_WoodsonBr,Mill_Ck_Conf,1,0,1,1,441.31,425.15,Upper Sac R,Mill_Ck_Conf to Abv_WoodsonBr,441.31 to 425.15,40.0327,-122.11987,39.920094,-122.08446000000001,2013-04-17_MillCk_RST_Rel,2013-04-17,3,3,1,2,MillCk_RST_Rel
Blw_IrvineFinch,Abv_WoodsonBr,0.987,0.013,0.911,0.998,425.15,394.66,Upper Sac R,Abv_WoodsonBr to Blw_IrvineFinch,425.15 to 394.66,39.920094,-122.08446000000001,39.73146,-121.97483,2013-04-17_MillCk_RST_Rel,2013-04-17,3,2,1,3,MillCk_RST_Rel
BlwOrd,Blw_IrvineFinch,0.979,0.021,0.862,0.997,394.66,361.72,Upper Sac R,Blw_IrvineFinch to BlwOrd,394.66 to 361.72,39.73146,-121.97483,39.56548,-122.0018,2013-04-17_MillCk_RST_Rel,2013-04-17,2,1,1,4,MillCk_RST_Rel
BlwButteBr,BlwOrd,1,0,1,1,361.72,338.28,Lower Sac R,BlwOrd to BlwButteBr,361.72 to 338.28,39.56548,-122.0018,39.41913,-122.00943,2013-04-17_MillCk_RST_Rel,2013-04-17,1,1,1,5,MillCk_RST_Rel
AbvTisdale,BlwButteBr,1,0,1,1,338.28,269.23,Lower Sac R,BlwButteBr to AbvTisdale,338.28 to 269.23,39.41913,-122.00943,39.0364,-121.82918,2013-04-17_MillCk_RST_Rel,2013-04-17,1,1,1,6,MillCk_RST_Rel
BlwTisdale,AbvTisdale,1,0,1,1,269.23,261.4,Lower Sac R,AbvTisdale to BlwTisdale,269.23 to 261.4,39.0364,-121.82918,38.98941,-121.80463,2013-04-17_MillCk_RST_Rel,2013-04-17,1,1,1,7,MillCk_RST_Rel
BlwChinaBend,BlwTisdale,1,0,1,1,261.4,240.61,Lower Sac R,BlwTisdale to BlwChinaBend,261.4 to 240.61,38.98941,-121.80463,38.88406,-121.81713,2013-04-17_MillCk_RST_Rel,2013-04-17,1,1,1,8,MillCk_RST_Rel
KnightsLanding,BlwChinaBend,1,0,1,1,240.61,224.06,Lower Sac R,BlwChinaBend to KnightsLanding,240.61 to 224.06,38.88406,-121.81713,38.82341,-121.72388,2013-04-17_MillCk_RST_Rel,2013-04-17,1,1,1,9,MillCk_RST_Rel
Mill_Ck_Conf,MillCk_RST_Rel,0.986,0.006,0.97,0.994,450.7,441.31,Upper Sac R,MillCk_RST_Rel to Mill_Ck_Conf,450.7 to 441.31,40.05479,-122.032104,40.0327,-122.11987,2013-05-05_MillCk_RST_Rel,2013-05-05,49,43,2,1,MillCk_RST_Rel
Abv_WoodsonBr,Mill_Ck_Conf,1,0,1,1,441.31,425.15,Upper Sac R,Mill_Ck_Conf to Abv_WoodsonBr,441.31 to 425.15,40.0327,-122.11987,39.920094,-122.08446000000001,2013-05-05_MillCk_RST_Rel,2013-05-05,43,42,2,2,MillCk_RST_Rel
Blw_IrvineFinch,Abv_WoodsonBr,0.996,0.002,0.99,0.998,425.15,394.66,Upper Sac R,Abv_WoodsonBr to Blw_IrvineFinch,425.15 to 394.66,39.920094,-122.08446000000001,39.73146,-121.97483,2013-05-05_MillCk_RST_Rel,2013-05-05,42,38,2,3,MillCk_RST_Rel
BlwOrd,Blw_IrvineFinch,0.993,0.003,0.986,0.996,394.66,361.72,Upper Sac R,Blw_IrvineFinch to BlwOrd,394.66 to 361.72,39.73146,-121.97483,39.56548,-122.0018,2013-05-05_MillCk_RST_Rel,2013-05-05,38,30,2,4,MillCk_RST_Rel
BlwButteBr,BlwOrd,0.989,0.004,0.976,0.995,361.72,338.28,Lower Sac R,BlwOrd to BlwButteBr,361.72 to 338.28,39.56548,-122.0018,39.41913,-122.00943,2013-05-05_MillCk_RST_Rel,2013-05-05,30,23,2,5,MillCk_RST_Rel
AbvTisdale,BlwButteBr,0.992,0.003,0.985,0.996,338.28,269.23,Lower Sac R,BlwButteBr to AbvTisdale,338.28 to 269.23,39.41913,-122.00943,39.0364,-121.82918,2013-05-05_MillCk_RST_Rel,2013-05-05,23,13,2,6,MillCk_RST_Rel
BlwTisdale,AbvTisdale,1,0,1,1,269.23,261.4,Lower Sac R,AbvTisdale to BlwTisdale,269.23 to 261.4,39.0364,-121.82918,38.98941,-121.80463,2013-05-05_MillCk_RST_Rel,2013-05-05,13,13,2,7,MillCk_RST_Rel
BlwChinaBend,BlwTisdale,1,0,1,1,261.4,240.61,Lower Sac R,BlwTisdale to BlwChinaBend,261.4 to 240.61,38.98941,-121.80463,38.88406,-121.81713,2013-05-05_MillCk_RST_Rel,2013-05-05,13,13,2,8,MillCk_RST_Rel
KnightsLanding,BlwChinaBend,0.984,0.009,0.952,0.995,240.61,224.06,Lower Sac R,BlwChinaBend to KnightsLanding,240.61 to 224.06,38.88406,-121.81713,38.82341,-121.72388,2013-05-05_MillCk_RST_Rel,2013-05-05,13,10,2,9,MillCk_RST_Rel
Blw_FRConf,KnightsLanding,0.995,0.005,0.965,0.999,224.06,203.46,Lower Sac R,KnightsLanding to Blw_FRConf,224.06 to 203.46,38.82341,-121.72388,38.78212,-121.61526,2013-05-05_MillCk_RST_Rel,2013-05-05,10,9,2,10,MillCk_RST_Rel
TowerBridge,Blw_FRConf,0.981,0.009,0.951,0.993,203.46,172,Lower Sac R,Blw_FRConf to TowerBridge,203.46 to 172,38.78212,-121.61526,38.5802,-121.508,2013-05-05_MillCk_RST_Rel,2013-05-05,9,5,2,11,MillCk_RST_Rel
FreeportDiv,TowerBridge,1,0,1,1,172,153.13,Lower Sac R,TowerBridge to FreeportDiv,172 to 153.13,38.5802,-121.508,38.47223,-121.50639,2013-05-05_MillCk_RST_Rel,2013-05-05,5,5,2,12,MillCk_RST_Rel
Hood,FreeportDiv,1,0,1,1,153.13,138.22,Lower Sac R,FreeportDiv to Hood,153.13 to 138.22,38.47223,-121.50639,38.3617,-121.52033,2013-05-05_MillCk_RST_Rel,2013-05-05,5,5,2,13,MillCk_RST_Rel
Benicia,Hood,0.981,0.01,0.946,0.994,138.22,52.04,Carquinez Strait,Hood to Benicia,138.22 to 52.04,38.3617,-121.52033,38.041233,-122.12382,2013-05-05_MillCk_RST_Rel,2013-05-05,5,1,2,14,MillCk_RST_Rel
GoldenGateE,Benicia,1,0,1,1,52.04,1.71,SF Bay,Benicia to GoldenGateE,52.04 to 1.71,38.041233,-122.12382,37.82794,-122.46168,2013-05-05_MillCk_RST_Rel,2013-05-05,1,1,2,15,MillCk_RST_Rel
