reach_end,reach_start,estimate,se,lcl,ucl,rkm_start,rkm_end,Region,Reach,RKM,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,mean_rel_date,count_at_start,count_at_end,group,reach_num,release_site
Bonnyview,Bonnyview_Rel,0.896,0.07,0.662,0.974,540.25,540.2,Upper Sac R,Bonnyview_Rel to Bonnyview,540.25 to 540.2,40.53758,-122.35724,40.53698,-122.35687,2018-03-01_Bonnyview_Rel,2018-03-01,361,359,1,1,Bonnyview_Rel
Blw_ClearCr,Bonnyview,0.991,0.002,0.985,0.994,540.2,535.62,Upper Sac R,Bonnyview to Blw_ClearCr,540.2 to 535.62,40.53698,-122.35687,40.50188,-122.36192,2018-03-01_Bonnyview_Rel,2018-03-01,359,344,1,2,Bonnyview_Rel
BlwCowCr,Blw_ClearCr,0.999,0,0.998,1,535.62,520.69,Upper Sac R,Blw_ClearCr to BlwCowCr,535.62 to 520.69,40.50188,-122.36192,40.46013,-122.22765,2018-03-01_Bonnyview_Rel,2018-03-01,344,340,1,3,Bonnyview_Rel
Battle_Conf,BlwCowCr,0.999,0.001,0.997,1,520.69,507.48,Upper Sac R,BlwCowCr to Battle_Conf,520.69 to 507.48,40.46013,-122.22765,40.35371,-122.17734,2018-03-01_Bonnyview_Rel,2018-03-01,340,335,1,4,Bonnyview_Rel
Blw_Paynes_Ck,Battle_Conf,0.998,0,0.997,0.999,507.48,476.27,Upper Sac R,Battle_Conf to Blw_Paynes_Ck,507.48 to 476.27,40.35371,-122.17734,40.25534,-122.17332,2018-03-01_Bonnyview_Rel,2018-03-01,335,315,1,5,Bonnyview_Rel
RB_Elks,Blw_Paynes_Ck,0.997,0.001,0.994,0.998,476.27,464.5,Upper Sac R,Blw_Paynes_Ck to RB_Elks,476.27 to 464.5,40.25534,-122.17332,40.17122,-122.22523,2018-03-01_Bonnyview_Rel,2018-03-01,315,303,1,6,Bonnyview_Rel
Abv_RBPP,RB_Elks,1,0,1,1,464.5,463.22,Upper Sac R,RB_Elks to Abv_RBPP,464.5 to 463.22,40.17122,-122.22523,40.153008,-122.198235,2018-03-01_Bonnyview_Rel,2018-03-01,303,302,1,7,Bonnyview_Rel
Altube,Abv_RBPP,0.999,0.001,0.992,1,463.22,460.4,Upper Sac R,Abv_RBPP to Altube,463.22 to 460.4,40.153008,-122.198235,40.15348,-122.1887,2018-03-01_Bonnyview_Rel,2018-03-01,302,301,1,8,Bonnyview_Rel
JV_Glide1,Altube,0.998,0.002,0.986,1,460.4,458.67,Upper Sac R,Altube to JV_Glide1,460.4 to 458.67,40.15348,-122.1887,40.146988,-122.17251,2018-03-01_Bonnyview_Rel,2018-03-01,301,299,1,9,Bonnyview_Rel
Blw_Salt,JV_Glide1,1,0,1,1,458.67,456.88,Upper Sac R,JV_Glide1 to Blw_Salt,458.67 to 456.88,40.146988,-122.17251,40.1464,-122.15246,2018-03-01_Bonnyview_Rel,2018-03-01,299,300,1,10,Bonnyview_Rel
